"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Bench Press (Barbell)",,"",1,"warmup",40,6,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Bench Press (Barbell)",,"",2,"warmup",60,5,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Bench Press (Barbell)",,"",3,"warmup",80,4,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Bench Press (Barbell)",,"",4,"normal",100,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Bench Press (Barbell)",,"",5,"normal",100,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Bench Press (Barbell)",,"",6,"normal",100,8,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Bench Press (Barbell)",,"",7,"normal",100,8,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Triceps Dip (Weighted)",,"",0,"warmup",,6,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Triceps Dip (Weighted)",,"",1,"warmup",15,3,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Triceps Dip (Weighted)",,"",2,"normal",32.5,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Triceps Dip (Weighted)",,"",3,"normal",32.5,7,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Chest Fly (Machine)",,"",0,"normal",45,8,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Chest Fly (Machine)",,"",1,"normal",45,7,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Chest Fly (Machine)",,"",2,"normal",30,6,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Chest Fly (Machine)",,"",3,"normal",25,8,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Triceps Pushdown",,"",0,"warmup",50,6,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Triceps Pushdown",,"",1,"normal",68,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Triceps Pushdown",,"",2,"normal",68,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Triceps Pushdown",,"",3,"normal",68,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",18,7,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",18,7,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",18,7,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",18,7,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Seated Shoulder Press (Machine)",,"",0,"normal",35,11,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Seated Shoulder Press (Machine)",,"",1,"normal",35,10,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Seated Shoulder Press (Machine)",,"",2,"normal",35,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Single Arm Lateral Raise (Cable)",,"",0,"normal",13.5,10,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Single Arm Lateral Raise (Cable)",,"",1,"normal",13.5,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Single Arm Lateral Raise (Cable)",,"",2,"normal",13.5,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Single Arm Lateral Raise (Cable)",,"",3,"normal",13.5,9,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Lateral Raise (Machine)",,"",0,"normal",20,13,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Lateral Raise (Machine)",,"",1,"normal",20,13,,,
"Push","17 Oct 2025, 20:14","17 Oct 2025, 21:39","","Lateral Raise (Machine)",,"",2,"normal",20,13,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Pull Up (Weighted)",,"",0,"warmup",,5,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Pull Up (Weighted)",,"",1,"warmup",10,4,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Pull Up (Weighted)",,"",2,"failure",20,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Pull Up (Weighted)",,"",3,"failure",20,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Pull Up (Weighted)",,"",4,"failure",20,6,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Pull Up (Weighted)",,"",5,"failure",20,6,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Seated Row (Machine)",,"",0,"normal",87,9,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Seated Row (Machine)",,"",1,"normal",87,9,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Seated Row (Machine)",,"",2,"normal",87,9,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Seated Row (Machine)",,"",3,"normal",87,10,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","T Bar Row",,"",0,"normal",40,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","T Bar Row",,"",1,"normal",40,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","T Bar Row",,"",2,"normal",40,7,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","T Bar Row",,"",3,"normal",40,9,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Face Pull",,"",0,"normal",31.6,11,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Face Pull",,"",1,"normal",36.7,12,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Face Pull",,"",2,"normal",36.7,12,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Reverse Fly Single Arm (Cable)",,"",0,"normal",22.7,10,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Reverse Fly Single Arm (Cable)",,"",1,"normal",22.7,10,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Reverse Fly Single Arm (Cable)",,"",2,"normal",22.7,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Reverse Fly Single Arm (Cable)",,"",3,"normal",22.7,9,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Bicep Curl (Barbell)",,"",0,"warmup",15,7,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Bicep Curl (Barbell)",,"",1,"normal",30,9,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Bicep Curl (Barbell)",,"",2,"normal",30,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Bicep Curl (Barbell)",,"",3,"normal",30,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Bicep Curl (Barbell)",,"",4,"normal",30,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Preacher Curl (Barbell)",,"",0,"normal",20,8,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Preacher Curl (Barbell)",,"",1,"normal",20,7,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Preacher Curl (Barbell)",,"",2,"normal",20,7,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Hammer Curl (Cable)",,"",0,"normal",31,11,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Hammer Curl (Cable)",,"",1,"normal",31,12,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Hammer Curl (Cable)",,"",2,"normal",31,10,,,
"Pull -  Upper back","16 Oct 2025, 21:39","16 Oct 2025, 23:01","","Hammer Curl (Cable)",,"",3,"normal",31,11,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Bench Press (Barbell)",,"",1,"warmup",40,6,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Bench Press (Barbell)",,"",2,"warmup",60,5,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Bench Press (Barbell)",,"",3,"warmup",80,4,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Bench Press (Barbell)",,"",4,"normal",100,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Bench Press (Barbell)",,"",5,"normal",100,8,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Bench Press (Barbell)",,"",6,"normal",100,8,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Bench Press (Barbell)",,"",7,"normal",100,8,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Triceps Dip (Weighted)",,"",0,"warmup",,6,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Triceps Dip (Weighted)",,"",1,"warmup",15,3,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Triceps Dip (Weighted)",,"",2,"normal",32.5,7,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Triceps Dip (Weighted)",,"",3,"normal",32.5,7,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Chest Fly (Machine)",,"",0,"normal",45,8,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Chest Fly (Machine)",,"",1,"normal",45,6,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Chest Fly (Machine)",,"",2,"normal",45,6,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Triceps Pushdown",,"",0,"warmup",50,6,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Triceps Pushdown",,"",1,"normal",68,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Triceps Pushdown",,"",2,"normal",68,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Triceps Pushdown",,"",3,"normal",68,7,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",18,7,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",18,6,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",18,7,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",18,7,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Seated Shoulder Press (Machine)",,"",0,"normal",35,11,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Seated Shoulder Press (Machine)",,"",1,"normal",35,10,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Seated Shoulder Press (Machine)",,"",2,"normal",35,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Single Arm Lateral Raise (Cable)",,"",0,"normal",13.5,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Single Arm Lateral Raise (Cable)",,"",1,"normal",13.5,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Single Arm Lateral Raise (Cable)",,"",2,"normal",13.5,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Single Arm Lateral Raise (Cable)",,"",3,"normal",13.5,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Lateral Raise (Machine)",,"",0,"normal",30,8,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Lateral Raise (Machine)",,"",1,"normal",30,9,,,
"Push","14 Oct 2025, 20:33","14 Oct 2025, 22:05","","Lateral Raise (Machine)",,"",2,"normal",30,9,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Pull Up (Weighted)",,"",0,"warmup",,5,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Pull Up (Weighted)",,"",1,"warmup",10,4,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Pull Up (Weighted)",,"",2,"normal",20,9,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Pull Up (Weighted)",,"",3,"normal",20,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Pull Up (Weighted)",,"",4,"normal",20,7,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Pull Up (Weighted)",,"",5,"normal",20,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Single Arm Lat Pulldown",,"",0,"warmup",55,6,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Single Arm Lat Pulldown",,"",1,"normal",68,9,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Single Arm Lat Pulldown",,"",2,"normal",68,9,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Single Arm Lat Pulldown",,"",3,"normal",68,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",81,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",72,9,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",72,9,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,12,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",55,10,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",55,7,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Bicep Curl (Barbell)",,"",0,"warmup",15,6,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Bicep Curl (Barbell)",,"",1,"normal",30,9,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Bicep Curl (Barbell)",,"",2,"normal",30,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Bicep Curl (Barbell)",,"",3,"normal",30,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Bicep Curl (Barbell)",,"",4,"normal",30,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Preacher Curl (Barbell)",,"",0,"normal",20,7,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Preacher Curl (Barbell)",,"",1,"normal",20,6,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Preacher Curl (Barbell)",,"",2,"normal",20,6,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,7,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,7,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Seated Incline Curl (Dumbbell)",,"",3,"normal",10,8,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Hammer Curl (Cable)",,"",0,"normal",27.2,14,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Hammer Curl (Cable)",,"",1,"normal",31.8,12,,,
"Pull - Lats","12 Oct 2025, 18:02","12 Oct 2025, 19:29","","Hammer Curl (Cable)",,"",2,"normal",31.8,12,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Squat (Barbell)",,"",0,"warmup",20,10,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Squat (Barbell)",,"",2,"normal",80,9,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Squat (Barbell)",,"",3,"normal",80,8,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Squat (Barbell)",,"",4,"normal",80,8,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Squat (Barbell)",,"",5,"normal",80,9,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Leg Press (Machine)",,"",0,"warmup",100,5,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Leg Press (Machine)",,"",1,"normal",150,8,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Leg Press (Machine)",,"",2,"normal",150,7,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Leg Press (Machine)",,"",3,"normal",150,8,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Leg Extension (Machine)",,"",0,"warmup",77,9,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Leg Extension (Machine)",,"",1,"normal",77,9,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Leg Extension (Machine)",,"",2,"normal",77,9,,,
"Láb","11 Oct 2025, 19:15","11 Oct 2025, 19:51","","Leg Extension (Machine)",,"",3,"normal",77,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Bench Press (Barbell)",,"",0,"warmup",20,12,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Bench Press (Barbell)",,"",1,"warmup",40,6,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Bench Press (Barbell)",,"",2,"warmup",60,5,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Bench Press (Barbell)",,"",3,"warmup",80,4,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Bench Press (Barbell)",,"",4,"normal",100,9,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Bench Press (Barbell)",,"",5,"normal",100,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Bench Press (Barbell)",,"",6,"normal",100,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Bench Press (Barbell)",,"",7,"normal",100,7,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Chest Fly (Machine)",,"",0,"normal",60,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Chest Fly (Machine)",,"",1,"normal",45,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Chest Fly (Machine)",,"",2,"normal",45,7,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Chest Fly (Machine)",,"",3,"normal",45,7,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Triceps Dip (Weighted)",,"",0,"warmup",,6,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Triceps Dip (Weighted)",,"",1,"warmup",15,3,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Triceps Dip (Weighted)",,"",2,"normal",32.5,7,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Triceps Dip (Weighted)",,"",3,"normal",32.5,5,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Triceps Pushdown",,"",0,"warmup",50,6,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Triceps Pushdown",,"",1,"normal",68,9,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Triceps Pushdown",,"",2,"normal",68,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Triceps Pushdown",,"",3,"normal",68,9,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",18,7,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",18,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",18,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",18,7,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Seated Shoulder Press (Machine)",,"7.",0,"normal",35,10,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Seated Shoulder Press (Machine)",,"7.",1,"normal",35,11,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Seated Shoulder Press (Machine)",,"7.",2,"normal",35,8,,,10
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Single Arm Lateral Raise (Cable)",,"",0,"normal",13.5,9,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Single Arm Lateral Raise (Cable)",,"",1,"normal",13.5,9,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Single Arm Lateral Raise (Cable)",,"",2,"normal",13.5,8,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Single Arm Lateral Raise (Cable)",,"",3,"normal",13.5,9,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Lateral Raise (Machine)",,"6.",0,"normal",30,9,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Lateral Raise (Machine)",,"6.",1,"normal",30,9,,,
"Push","10 Oct 2025, 20:24","10 Oct 2025, 21:50","","Lateral Raise (Machine)",,"6.",2,"normal",30,9,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Muscle Up",,"",0,"normal",,2,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Pull Up (Weighted)",,"",0,"warmup",,5,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Pull Up (Weighted)",,"",1,"warmup",10,4,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Pull Up (Weighted)",,"",2,"failure",20,7,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Pull Up (Weighted)",,"",3,"failure",20,8,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Pull Up (Weighted)",,"",4,"failure",20,6,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Pull Up (Weighted)",,"",5,"failure",20,6,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Seated Row (Machine)",,"",0,"normal",83,6,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Seated Row (Machine)",,"",1,"normal",87,9,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Seated Row (Machine)",,"",2,"normal",87,10,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Seated Row (Machine)",,"",3,"normal",87,10,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","T Bar Row",,"",0,"warmup",40,7,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","T Bar Row",,"",1,"normal",40,7,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","T Bar Row",,"",2,"normal",40,7,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","T Bar Row",,"",3,"normal",40,8,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Face Pull",,"",0,"normal",27,11,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Face Pull",,"",1,"normal",27,12,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Face Pull",,"",2,"normal",27,16,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Face Pull",,"",3,"normal",31.6,12,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Reverse Fly Single Arm (Cable)",,"",0,"normal",22.7,8,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Reverse Fly Single Arm (Cable)",,"",1,"normal",22.7,10,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Reverse Fly Single Arm (Cable)",,"",2,"normal",22.7,10,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Reverse Fly Single Arm (Cable)",,"",3,"normal",22.7,11,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Bicep Curl (Barbell)",,"",0,"warmup",15,7,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Bicep Curl (Barbell)",,"",1,"normal",30,8,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Bicep Curl (Barbell)",,"",2,"normal",30,8,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Bicep Curl (Barbell)",,"",3,"normal",30,8,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Bicep Curl (Barbell)",,"",4,"normal",30,8,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Preacher Curl (Barbell)",,"",0,"normal",20,6,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Preacher Curl (Barbell)",,"",1,"normal",20,7,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Preacher Curl (Barbell)",,"",2,"normal",20,7,,,
"Pull -  Upper back","8 Oct 2025, 21:13","8 Oct 2025, 22:16","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,7,,,
